chr	gene	gene_id	start	end	direction	gene_name
1	gene	ENSG00000252656.1	145044651	145044900	+	RN7SKP88
1	gene	ENSG00000271546.1	145088039	145088567	-	RP4-725K1.1
1	gene	ENSG00000223380.3	145096220	145116922	+	SEC22B
1	gene	ENSG00000177144.5	145139025	145139569	-	NUDT4P1
1	gene	ENSG00000201789.1	145149740	145149840	-	RNU6-1071P
1	gene	ENSG00000272709.1	145200338	145200891	-	RP11-458D21.6
1	gene	ENSG00000213240.7	145209119	145291972	+	NOTCH2NL
1	gene	ENSG00000163386.16	145289772	145370303	+	NBPF10
1	gene	ENSG00000233396.3	145373054	145382434	-	RP11-458D21.1
1	gene	ENSG00000201558.1	145382757	145382920	+	RNVU1-6
1	gene	ENSG00000168509.13	145413095	145417545	+	HFE2
1	gene	ENSG00000117289.7	145438469	145442635	+	TXNIP
1	gene	ENSG00000121851.8	145456236	145470387	-	POLR3GL
1	gene	ENSG00000181039.7	145470508	145475646	+	ANKRD34A
1	gene	ENSG00000234222.2	145475982	145508474	-	RP11-315I20.1
1	gene	ENSG00000152022.7	145477085	145501669	+	LIX1L
1	gene	ENSG00000131795.8	145508030	145513536	+	RBM8A
1	gene	ENSG00000211451.7	145514188	145516076	-	GNRHR2
1	gene	ENSG00000131779.6	145516252	145523730	+	PEX11B
1	gene	ENSG00000143127.8	145524891	145543868	+	ITGA10
1	gene	ENSG00000244619.2	145541593	145542212	-	RP11-315I20.3
1	gene	ENSG00000198483.8	145549230	145568526	+	ANKRD35
1	gene	ENSG00000131788.11	145575233	145586114	+	PIAS3
1	gene	ENSG00000186364.7	145586547	145589439	-	NUDT17
1	gene	ENSG00000186141.4	145592605	145611025	-	POLR3C
1	gene	ENSG00000121848.9	145611036	145695797	+	RNF115
1	gene	ENSG00000117281.11	145696219	145715614	-	CD160
1	gene	ENSG00000174827.9	145726918	145764074	+	PDZK1
1	gene	ENSG00000117262.14	145764411	145827103	-	GPR89A
1	gene	ENSG00000235702.1	145827205	145833118	+	WI2-925H4.1
1	gene	ENSG00000196644.8	145883868	145924373	+	GPR89C
1	gene	ENSG00000215860.3	145924388	145942619	-	PDZK1P1
1	gene	ENSG00000201105.1	145944938	145945104	-	RNU1-137P
1	gene	ENSG00000234245.2	145952372	145956451	+	RP11-94I2.4
1	gene	ENSG00000207418.1	145969270	145969433	-	RNVU1-7
1	gene	ENSG00000229828.1	146011091	146025308	+	RP11-94I2.1
1	gene	ENSG00000152042.13	146032647	146082765	-	NBPF11
1	gene	ENSG00000232637.3	146214651	146253110	-	WI2-3658N16.1
1	gene	ENSG00000227216.2	146059926	146060343	+	PFN1P5
1	gene	ENSG00000198658.4	146076838	146080009	+	ABHD17AP2
1	gene	ENSG00000227733.4	146093234	146159103	-	RP4-565E6.1
1	gene	ENSG00000238765.1	146124161	146124283	+	RNA5SP57
1	gene	ENSG00000239475.1	146310555	146349531	+	HYDIN2
1	gene	ENSG00000186275.7	146373546	146467744	+	NBPF12
1	gene	ENSG00000244371.2	146392310	146392852	-	PFN1P8
1	gene	ENSG00000234225.2	146473490	146475177	-	RP4-704D21.2
1	gene	ENSG00000227242.2	146490895	146596107	-	NBPF13P
1	gene	ENSG00000225603.3	146522379	146524043	+	RP11-325P15.1
1	gene	ENSG00000201142.1	146551295	146551419	+	RNVU1-8
1	gene	ENSG00000230832.3	146553887	146555127	-	RP11-325P15.2
1	gene	ENSG00000131791.6	146626685	146644129	-	PRKAB2
1	gene	ENSG00000237188.3	146644350	146683136	+	RP11-337C18.8
1	gene	ENSG00000131781.8	146646930	146714700	-	FMO5
1	gene	ENSG00000271721.1	146647970	146649319	+	RP11-337C18.9
1	gene	ENSG00000180867.9	146649692	146651206	+	PDIA3P
1	gene	ENSG00000226015.2	146674857	146676513	-	CCT8P1
1	gene	ENSG00000236806.1	146695146	146695940	+	RP11-337C18.7
1	gene	ENSG00000131778.13	146714291	146767443	+	CHD1L
1	gene	ENSG00000213226.4	146790828	146791942	+	RP11-337C18.4
1	gene	ENSG00000226653.2	146890777	146891610	+	OR13Z1P
1	gene	ENSG00000207209.1	146891926	146892027	-	Y_RNA
1	gene	ENSG00000272443.1	146917312	146917866	+	OR13Z2P
1	gene	ENSG00000272480.1	146953988	146954378	+	OR13Z3P
1	gene	ENSG00000234610.1	146986158	146989699	-	LINC00624
1	gene	ENSG00000116128.5	147013182	147098017	+	BCL9
1	gene	ENSG00000162836.7	147101453	147142618	-	ACP6
1	gene	ENSG00000242379.2	147161375	147161681	+	RN7SL261P
1	gene	ENSG00000227139.1	147169914	147171461	+	RP11-533N14.3
1	gene	ENSG00000143140.6	147228332	147245484	-	GJA5
1	gene	ENSG00000234190.1	147249700	147261065	+	RP11-433J22.3
1	gene	ENSG00000223728.3	147313096	147314493	+	RP11-314N2.2
1	gene	ENSG00000121634.4	147374946	147381393	+	GJA8
1	gene	ENSG00000188092.10	147400506	147465753	+	GPR89B
1	gene	ENSG00000215859.4	147466094	147484030	-	RP6-74O6.2
1	gene	ENSG00000244211.3	147468755	147468819	-	PDZK1P2
1	gene	ENSG00000273059.1	147484332	147484460	+	XXyac-YX155B6.7
1	gene	ENSG00000206791.1	147486649	147486815	-	RNU1-129P
1	gene	ENSG00000229952.1	147494090	147498172	+	RP6-74O6.3
1	gene	ENSG00000206585.1	147511004	147511167	-	RNVU1-9
1	gene	ENSG00000227778.2	147552868	147566198	+	XXyac-YX155B6.2
1	gene	ENSG00000203836.7	147574428	147634886	-	NBPF24
1	gene	ENSG00000225080.1	147601780	147602181	+	PFN1P4
1	gene	ENSG00000203835.5	147618673	147621845	+	ABHD17AP1
1	gene	ENSG00000269647.1	147631967	147632428	-	BX842679.1
1	gene	ENSG00000232265.3	147634989	147658907	+	XXyac-YX155B6.5
1	gene	ENSG00000226335.2	147668236	147700929	-	XXyac-YX155B6.6
1	gene	ENSG00000238677.1	147665993	147666115	+	RNA5SP58
1	gene	ENSG00000224335.1	147706573	147706607	+	RP11-301M17.2
1	gene	ENSG00000227700.1	147718440	147718956	+	RP11-301M17.1
1	gene	ENSG00000199879.1	147735751	147735907	+	RNU1-120P
1	gene	ENSG00000234283.1	147744014	147752855	-	RP11-495P10.6
1	gene	ENSG00000228626.1	147760107	147761057	-	RP11-495P10.9
1	gene	ENSG00000231196.3	147762996	147767862	-	RP11-495P10.8
1	gene	ENSG00000238107.1	147767287	147769663	+	RP11-495P10.5
1	gene	ENSG00000235988.1	147789799	147790129	-	RP11-495P10.4
1	gene	ENSG00000224481.1	147801124	147816764	+	RP11-495P10.3
1	gene	ENSG00000252744.1	147802396	147802519	+	Y_RNA
1	gene	ENSG00000202408.1	147806736	147806886	-	RNU1-122P
1	gene	ENSG00000272824.1	147830374	147830815	-	RP6-74O6.6
1	gene	ENSG00000207340.1	147834502	147834665	-	RNVU1-10
1	gene	ENSG00000215863.2	147835127	147931933	-	RP11-495P10.2
1	gene	ENSG00000252842.1	147857985	147858119	-	RNU1-135P
1	gene	ENSG00000202064.1	147860642	147860803	-	RNVU1-11
1	gene	ENSG00000201183.1	147874868	147875028	+	RNVU1-12
1	gene	ENSG00000231551.2	147887350	147901508	+	RP11-495P10.1
1	gene	ENSG00000225871.2	147907215	147909036	+	RP11-495P10.10
1	gene	ENSG00000255963.1	147954635	147955419	-	PPIAL4A
1	gene	ENSG00000270656.1	147983307	147983593	-	RP3-328E19.5
1	gene	ENSG00000212456.1	147994146	147994313	+	RNVU1-13
1	gene	ENSG00000223491.1	148000213	148000494	+	RP3-328E19.4
1	gene	ENSG00000122497.13	148003642	148025863	-	NBPF14
1	gene	ENSG00000223612.2	148193172	148193875	+	RP11-289I10.2
1	gene	ENSG00000256374.1	148201752	148202536	-	PPIAL4D
1	gene	ENSG00000271291.1	148229952	148230238	-	RP11-289I10.3
1	gene	ENSG00000207501.1	148241465	148241628	+	RNVU1-14
1	gene	ENSG00000236140.1	148246959	148248104	-	RP11-89F3.2
1	gene	ENSG00000203832.6	148250249	148347506	-	NBPF20
1	gene	ENSG00000234367.1	148349256	148349657	+	PFN1P3
1	gene	ENSG00000229002.1	148542873	148545128	+	RP11-666A1.4
1	gene	ENSG00000243452.3	148555979	148596267	+	NBPF15
1	gene	ENSG00000227212.3	148574653	148575051	-	PFN1P7
1	gene	ENSG00000237253.1	148598398	148599531	+	RP11-666A1.5
1	gene	ENSG00000226675.1	148598518	148598976	-	RP11-666A1.3
1	gene	ENSG00000207205.1	148604908	148605072	-	RNVU1-15
1	gene	ENSG00000271439.1	148616292	148616578	+	RP11-666A1.7
1	gene	ENSG00000231267.2	148644011	148644795	+	PPIAL4E
1	gene	ENSG00000237533.1	148736689	148737087	-	PFN1P6
1	gene	ENSG00000203827.7	148739443	148758311	+	NBPF16
1	gene	ENSG00000237343.1	148760504	148761583	+	RP11-763B22.4
1	gene	ENSG00000233586.1	148760560	148761018	-	RP11-763B22.3
1	gene	ENSG00000206968.1	148766938	148767102	-	RNVU1-16
1	gene	ENSG00000270239.1	148778320	148778606	+	RP11-763B22.10
1	gene	ENSG00000230582.2	148806015	148806799	+	PPIAL4F
1	gene	ENSG00000235887.2	148852393	148853717	+	RP11-763B22.6
1	gene	ENSG00000223495.2	148853803	148854120	-	RP11-763B22.7
1	gene	ENSG00000231448.1	148854138	148891740	+	RP11-763B22.9
1	gene	ENSG00000242943.1	148864594	148865175	-	NKAIN1P1
1	gene	ENSG00000175658.3	148900615	148903715	+	DRD5P2
1	gene	ENSG00000222854.1	148913273	148913382	-	RNA5SP59
1	gene	ENSG00000232527.3	148928322	148951595	+	RP11-14N7.2
1	gene	ENSG00000264022.1	149036312	149036377	-	AL732363.1
1	gene	ENSG00000203825.4	149036435	149067496	+	RP11-744H18.1
1	gene	ENSG00000179571.9	149089875	149130302	-	NBPF23
1	gene	ENSG00000226028.2	149114655	149115188	+	PFN1P12
1	gene	ENSG00000202167.1	149146714	149146879	-	RNU1-114P
1	gene	ENSG00000207349.1	149194106	149194269	-	RNVU1-17
1	gene	ENSG00000252826.1	149215166	149215300	-	RNU1-92P
1	gene	ENSG00000206737.1	149224058	149224221	-	RNVU1-18
1	gene	ENSG00000232721.1	149230716	149232554	+	RP11-403I13.5
1	gene	ENSG00000223779.4	149239531	149265510	+	RP11-403I13.4
1	gene	ENSG00000242352.2	149261186	149261315	+	RP11-403I13.6
1	gene	ENSG00000270962.1	149279016	149279311	+	RP11-403I13.10
1	gene	ENSG00000226067.2	149284645	149286975	+	RP11-403I13.7
1	gene	ENSG00000252105.1	149286177	149286322	-	RNU1-143P
1	gene	ENSG00000235999.1	149287451	149291743	+	RP11-403I13.8
1	gene	ENSG00000233430.2	149305910	149313076	-	RP11-403I13.9
1	gene	ENSG00000212044.1	149323331	149323422	+	CR812485.1
1	gene	ENSG00000237503.2	149340659	149341066	-	RP5-998N21.3
1	gene	ENSG00000253193.4	149369294	149378365	+	FCGR1C
1	gene	ENSG00000240929.2	149369722	149399226	-	HIST2H2BB
1	gene	ENSG00000234571.1	149372292	149379646	-	RP5-998N21.4
1	gene	ENSG00000230186.3	149400063	149429348	+	RP5-998N21.7
1	gene	ENSG00000203818.6	149400216	149400542	-	HIST2H3PS2
1	gene	ENSG00000268074.1	149424566	149424954	-	RP5-998N21.8
1	gene	ENSG00000203817.5	149438750	149459549	-	FAM72C
1	gene	ENSG00000212544.1	149514090	149514256	-	RNVU1-19
1	gene	ENSG00000271594.1	149524787	149525073	+	RP11-277L2.6
1	gene	ENSG00000198161.5	149553003	149553787	+	PPIAL4C
1	gene	ENSG00000268544.1	149575345	149575767	+	RP11-277L2.4
1	gene	ENSG00000269501.1	149576149	149616786	+	RP11-353N4.6
1	gene	ENSG00000233368.2	149576701	149577296	-	RP11-277L2.3
1	gene	ENSG00000269614.1	149587502	149587988	-	RP11-277L2.5
1	gene	ENSG00000229801.1	149590752	149591588	-	RP11-353N4.1
1	gene	ENSG00000202496.1	149605917	149606079	+	RNVU1-20
1	gene	ENSG00000268554.1	149626959	149637707	+	RP11-353N4.7
1	gene	ENSG00000239903.2	149646785	149649302	+	RP11-353N4.2
1	gene	ENSG00000234232.2	149691432	149719362	-	RP11-353N4.5
1	gene	ENSG00000237168.1	149664577	149664889	+	RP11-353N4.3
1	gene	ENSG00000252925.1	149671723	149671868	-	RNU1-68P
1	gene	ENSG00000223759.2	149672997	149677289	+	RP11-353N4.4
1	gene	ENSG00000203815.2	149675978	149676609	+	AL358813.2
1	gene	ENSG00000197844.2	149689368	149689854	+	AL358813.1
1	gene	ENSG00000263825.1	149708860	149708951	-	AL358813.3
1	gene	ENSG00000226500.2	149725851	149726260	-	RP11-196G18.1
1	gene	ENSG00000150337.9	149754227	149763513	+	FCGR1A
1	gene	ENSG00000203814.5	149754331	149783928	-	HIST2H2BF
1	gene	ENSG00000242663.1	149783238	149783282	-	RP11-196G18.21
1	gene	ENSG00000233030.2	149757215	149764576	-	RP11-196G18.3
1	gene	ENSG00000183598.3	149784826	149785236	-	HIST2H3D
1	gene	ENSG00000264207.1	149802876	149804109	-	RP11-196G18.23
1	gene	ENSG00000183941.8	149804221	149806197	+	HIST2H4A
1	gene	ENSG00000203811.1	149811110	149812765	-	HIST2H3C
1	gene	ENSG00000183558.5	149813505	149814478	-	HIST2H2AA3
1	gene	ENSG00000220323.3	149814608	149815100	+	HIST2H2BD
1	gene	ENSG00000261716.1	149816065	149820591	-	RP11-196G18.22
1	gene	ENSG00000203819.6	149821760	149822339	-	HIST2H2BC
1	gene	ENSG00000203812.2	149822643	149823191	+	HIST2H2AA4
1	gene	ENSG00000203852.3	149824181	149825836	+	HIST2H3A
1	gene	ENSG00000182217.7	149830749	149832714	-	HIST2H4B
1	gene	ENSG00000184678.8	149856010	149858232	-	HIST2H2BE
1	gene	ENSG00000184260.4	149858525	149858961	+	HIST2H2AC
1	gene	ENSG00000184270.3	149859019	149859439	-	HIST2H2AB
1	gene	ENSG00000178096.8	149859467	149872351	+	BOLA1
1	gene	ENSG00000159164.5	149874870	149889434	-	SV2A
1	gene	ENSG00000143368.9	149895209	149900236	-	SF3B4
1	gene	ENSG00000014914.15	149900543	149908791	-	MTMR11
1	gene	ENSG00000163113.10	149909705	149982625	-	OTUD7B
1	gene	ENSG00000223945.2	150025846	150027020	+	RP11-458I7.1
1	gene	ENSG00000136631.8	150039369	150117505	+	VPS45
1	gene	ENSG00000023902.9	150121373	150136916	+	PLEKHO1
1	gene	ENSG00000266187.1	150183930	150184221	+	RN7SL480P
1	gene	ENSG00000143401.10	150190717	150208504	-	ANP32E
1	gene	ENSG00000222222.1	150209315	150209504	+	RNU2-17P
1	gene	ENSG00000271845.1	150227489	150228150	-	RP4-790G17.7
1	gene	ENSG00000118298.6	150229554	150237478	+	CA14
1	gene	ENSG00000238526.1	150234093	150234196	+	snoU13
1	gene	ENSG00000117362.8	150237804	150241980	-	APH1A
1	gene	ENSG00000118292.4	150240967	150253327	+	C1orf54
1	gene	ENSG00000159208.11	150254953	150259505	+	C1orf51
1	gene	ENSG00000187145.10	150266289	150281414	+	MRPS21
1	gene	ENSG00000117360.8	150293925	150325671	+	PRPF3
1	gene	ENSG00000163125.11	150335567	150449042	+	RPRD2
1	gene	ENSG00000143374.10	150459887	150480078	+	TARS2
1	gene	ENSG00000143369.10	150480538	150486265	+	ECM1
1	gene	ENSG00000228126.1	150488233	150490508	+	LINC00568
1	gene	ENSG00000237781.2	150521040	150530200	-	RP11-54A4.2
1	gene	ENSG00000143382.9	150521884	150533413	+	ADAMTSL4
1	gene	ENSG00000264553.1	150524405	150524490	+	MIR4257
1	gene	ENSG00000203804.3	150533480	150533969	-	ADAMTSL4-AS1
1	gene	ENSG00000264508.1	150539040	150539336	-	RN7SL473P
1	gene	ENSG00000264584.1	150541449	150541745	-	RN7SL600P
1	gene	ENSG00000143384.8	150547032	150552066	-	MCL1
1	gene	ENSG00000253047.1	150573015	150573135	-	SNORA40
1	gene	ENSG00000143420.13	150573327	150602088	-	ENSA
1	gene	ENSG00000143457.6	150618701	150669630	-	GOLPH3L
1	gene	ENSG00000143452.11	150670536	150693364	-	HORMAD1
1	gene	ENSG00000206931.1	150674342	150674448	+	RNU6-1042P
1	gene	ENSG00000163131.6	150702672	150738433	-	CTSS
1	gene	ENSG00000236713.1	150752748	150753120	+	RP11-363I22.3
1	gene	ENSG00000143387.8	150768684	150780799	-	CTSK
1	gene	ENSG00000224690.2	150772949	150773507	+	UBE2D3P3
1	gene	ENSG00000143437.16	150782181	150849244	-	ARNT
1	gene	ENSG00000200175.1	150785067	150785174	-	RNU6-1309P
1	gene	ENSG00000224800.1	150853712	150854159	-	RP11-235D19.2
1	gene	ENSG00000212512.1	150854927	150855011	-	Y_RNA
1	gene	ENSG00000229357.1	150876372	150876689	+	RP11-235D19.3
1	gene	ENSG00000143379.8	150898739	150937213	+	SETDB1
1	gene	ENSG00000143418.15	150936328	150947479	-	CERS2
1	gene	ENSG00000231073.1	150945599	150948010	+	RP11-316M1.3
1	gene	ENSG00000143412.5	150954493	150968110	+	ANXA9
1	gene	ENSG00000143409.11	150969025	150980851	-	FAM63A
1	gene	ENSG00000143363.11	150980896	151008189	+	PRUNE
1	gene	ENSG00000200759.1	150995222	150995328	-	RNU6-884P
1	gene	ENSG00000163141.14	151009046	151020076	+	BNIPL
1	gene	ENSG00000143443.9	151020216	151023446	+	C1orf56
1	gene	ENSG00000197622.8	151023897	151042801	-	CDC42SE1
1	gene	ENSG00000213190.2	151030234	151040970	+	MLLT11
1	gene	ENSG00000143458.7	151043054	151098018	+	GABPB2
1	gene	ENSG00000233717.1	151084388	151085204	-	RP11-68I18.2
1	gene	ENSG00000261168.1	151102551	151104086	-	RP11-68I18.10
1	gene	ENSG00000143434.11	151104161	151119104	-	SEMA6C
1	gene	ENSG00000163154.5	151129105	151132223	+	TNFAIP8L2
1	gene	ENSG00000163156.7	151138498	151142773	+	SCNM1
1	gene	ENSG00000163155.7	151132226	151138424	-	LYSMD1
1	gene	ENSG00000163157.10	151142995	151148760	-	TMOD4
1	gene	ENSG00000163159.7	151148780	151167797	-	VPS72
1	gene	ENSG00000143398.15	151170425	151222012	+	PIP5K1A
1	gene	ENSG00000159352.11	151227179	151239955	+	PSMD4
1	gene	ENSG00000232671.2	151252500	151254093	-	RP11-126K1.2
1	gene	ENSG00000143373.13	151254406	151264272	+	ZNF687
1	gene	ENSG00000143393.12	151264657	151300191	-	PI4KB
1	gene	ENSG00000265753.1	151273143	151273439	-	RN7SL444P
1	gene	ENSG00000273481.1	151300425	151300905	+	RP11-126K1.9
1	gene	ENSG00000143390.13	151313116	151319833	-	RFX5
1	gene	ENSG00000237976.1	151319498	151320503	+	RP11-126K1.6
1	gene	ENSG00000143416.16	151336778	151345209	-	SELENBP1
1	gene	ENSG00000159377.6	151372010	151374420	+	PSMB4
1	gene	ENSG00000143442.17	151375200	151431941	-	POGZ
1	gene	ENSG00000238711.1	151411476	151411571	+	RNY4P25
1	gene	ENSG00000143375.10	151482986	151511168	+	CGN
1	gene	ENSG00000252840.1	151500307	151500414	-	SNORA44
1	gene	ENSG00000143367.11	151512781	151556059	+	TUFT1
1	gene	ENSG00000232536.1	151512992	151513385	+	RP11-74C1.4
1	gene	ENSG00000207606.1	151518272	151518367	+	MIR554
1	gene	ENSG00000223861.1	151529922	151530416	+	RP11-74C1.2
1	gene	ENSG00000250734.2	151584514	151585839	-	RP11-404E16.1
1	gene	ENSG00000143376.8	151584876	151671567	+	SNX27
1	gene	ENSG00000206635.1	151601800	151601906	+	RNU6-1062P
1	gene	ENSG00000227045.1	151673502	151680862	+	RP11-98D18.1
1	gene	ENSG00000159409.10	151674880	151689290	-	CELF3
1	gene	ENSG00000178796.8	151694013	151702281	+	RIIAD1
1	gene	ENSG00000206980.1	151720073	151720176	-	RNU6-662P
1	gene	ENSG00000269621.1	151728017	151732118	+	RP11-98D18.15
1	gene	ENSG00000236940.1	151730135	151730918	+	RP11-98D18.7
1	gene	ENSG00000143436.6	151732388	151735859	-	MRPL9
1	gene	ENSG00000143450.10	151735623	151743808	+	OAZ3
1	gene	ENSG00000249602.1	151740710	151741977	-	RP11-98D18.3
1	gene	ENSG00000268288.1	151739365	151739476	-	RP11-98D18.16
1	gene	ENSG00000182134.11	151742583	151763892	-	TDRKH
1	gene	ENSG00000203288.3	151763280	151766878	+	RP11-98D18.9
1	gene	ENSG00000269489.1	151770530	151771078	+	RP11-98D18.17
1	gene	ENSG00000213171.2	151772740	151778546	-	LINGO4
1	gene	ENSG00000143365.12	151778631	151804348	-	RORC
1	gene	ENSG00000225556.1	151810295	151813033	-	C2CD4D
1	gene	ENSG00000201134.1	151814212	151814313	-	Y_RNA
1	gene	ENSG00000234614.1	151814353	151822861	+	AL450992.2
1	gene	ENSG00000196407.7	151819739	151826173	-	THEM5
1	gene	ENSG00000159445.8	151846060	151882284	-	THEM4
1	gene	ENSG00000223810.2	151921999	151923388	-	KRT8P28
1	gene	ENSG00000197747.4	151955391	151966866	-	S100A10
1	gene	ENSG00000229021.2	151967007	152015250	+	NBPF18P
1	gene	ENSG00000240667.1	151991314	151994912	+	AL450992.6
1	gene	ENSG00000163191.5	152004982	152020383	-	S100A11
1	gene	ENSG00000232678.2	152050428	152050687	+	SPTLC1P4
1	gene	ENSG00000182898.3	152056620	152061540	-	TCHHL1
1	gene	ENSG00000159450.8	152078793	152086556	-	TCHH
1	gene	ENSG00000226716.1	152095010	152096913	+	AL589986.2
1	gene	ENSG00000233792.2	152097542	152097556	-	HDHD1P2
1	gene	ENSG00000215853.3	152126071	152131704	-	RPTN
1	gene	ENSG00000237975.2	152140601	152339163	+	FLG-AS1
1	gene	ENSG00000236427.1	152178334	152179533	+	RP11-107M16.2
1	gene	ENSG00000197915.5	152184558	152196669	-	HRNR
1	gene	ENSG00000143631.10	152274651	152297679	-	FLG
1	gene	ENSG00000143520.6	152321211	152332482	-	FLG2
1	gene	ENSG00000227415.1	152346430	152417932	+	RP1-91G5.3
1	gene	ENSG00000183586.8	152372053	152372245	+	HMGN3P1
1	gene	ENSG00000143536.7	152381719	152386739	-	CRNN
1	gene	ENSG00000186207.4	152483320	152484653	+	LCE5A
1	gene	ENSG00000169509.5	152486978	152488486	+	CRCT1
1	gene	ENSG00000185966.3	152538130	152539248	-	LCE3E
1	gene	ENSG00000163202.4	152551857	152552980	-	LCE3D
1	gene	ENSG00000244057.2	152573138	152573562	+	LCE3C
1	gene	ENSG00000187238.5	152586287	152586574	+	LCE3B
1	gene	ENSG00000185962.1	152595310	152595579	-	LCE3A
1	gene	ENSG00000226947.1	152616869	152617193	-	RP1-52J10.9
1	gene	ENSG00000176075.6	152627953	152629280	+	LINC00302
1	gene	ENSG00000187223.3	152635872	152637135	+	LCE2D
1	gene	ENSG00000159455.7	152658599	152659877	+	LCE2B
1	gene	ENSG00000187180.3	152648471	152649050	+	LCE2C
1	gene	ENSG00000187173.3	152670840	152671918	+	LCE2A
1	gene	ENSG00000187170.4	152680636	152681967	+	LCE4A
1	gene	ENSG00000198854.4	152691998	152692905	+	C1orf68
1	gene	ENSG00000229713.1	152709994	152710344	+	RP1-43O17.1
1	gene	ENSG00000233819.1	152716775	152717082	+	RP1-43O17.2
1	gene	ENSG00000203786.5	152730506	152734529	+	KPRP
1	gene	ENSG00000240386.2	152748848	152749445	+	LCE1F
1	gene	ENSG00000186226.7	152758690	152760902	+	LCE1E
1	gene	ENSG00000172155.7	152769227	152770657	+	LCE1D
1	gene	ENSG00000197084.4	152777311	152779107	-	LCE1C
1	gene	ENSG00000196734.6	152784447	152785585	+	LCE1B
1	gene	ENSG00000186844.4	152799949	152800573	+	LCE1A
1	gene	ENSG00000235942.2	152815344	152816459	+	LCE6A
1	gene	ENSG00000163206.5	152850793	152857523	+	SMCP
1	gene	ENSG00000163207.5	152881021	152884362	+	IVL
1	gene	ENSG00000224308.1	152902516	152921686	-	RP1-13P20.6
1	gene	ENSG00000184148.3	152943142	152945050	+	SPRR4
1	gene	ENSG00000169474.3	152956557	152958289	+	SPRR1A
1	gene	ENSG00000163209.10	152974223	152976332	+	SPRR3
1	gene	ENSG00000252920.1	152984958	152985090	-	SNORA31
1	gene	ENSG00000234262.1	152996438	152996736	+	RP1-20N18.4
1	gene	ENSG00000169469.7	153003678	153005376	+	SPRR1B
1	gene	ENSG00000163216.6	153012201	153014407	-	SPRR2D
1	gene	ENSG00000241794.1	153028589	153030013	-	SPRR2A
1	gene	ENSG00000196805.6	153042700	153113927	-	SPRR2B
1	gene	ENSG00000203785.4	153065611	153078660	-	SPRR2E
1	gene	ENSG00000244094.1	153084590	153085991	-	SPRR2F
1	gene	ENSG00000229035.2	153112967	153113185	-	SPRR2C
1	gene	ENSG00000159516.8	153122058	153123345	-	SPRR2G
1	gene	ENSG00000229699.1	153146994	153164152	+	RP1-140J1.1
1	gene	ENSG00000203784.2	153175919	153177596	+	LELP1
1	gene	ENSG00000203783.4	153190060	153191793	+	PRR9
1	gene	ENSG00000230779.1	153197556	153198482	+	RP1-140J1.4
1	gene	ENSG00000203782.5	153232176	153234598	+	LOR
1	gene	ENSG00000159527.3	153270338	153283194	-	PGLYRP3
1	gene	ENSG00000163218.10	153302596	153321316	-	PGLYRP4
1	gene	ENSG00000207321.1	153304098	153304204	+	RNU6-160P
1	gene	ENSG00000163220.10	153330330	153333503	+	S100A9
1	gene	ENSG00000163221.7	153346184	153348125	-	S100A12
1	gene	ENSG00000237008.2	153352297	153353275	-	AL591704.5
1	gene	ENSG00000143546.5	153362508	153363664	-	S100A8
1	gene	ENSG00000224784.2	153369067	153369247	-	AL591704.7
1	gene	ENSG00000184330.7	153389000	153395701	+	S100A7A
1	gene	ENSG00000203781.4	153399496	153400877	-	AL591704.9
1	gene	ENSG00000197364.6	153409534	153412425	-	S100A7L2
1	gene	ENSG00000143556.4	153430220	153433177	-	S100A7
1	gene	ENSG00000263841.1	153472943	153473240	-	RN7SL44P
1	gene	ENSG00000238279.1	153506079	153507591	+	BX470102.3
1	gene	ENSG00000197956.5	153507075	153508720	-	S100A6
1	gene	ENSG00000196420.3	153509623	153514241	-	S100A5
1	gene	ENSG00000196154.7	153516089	153522612	-	S100A4
1	gene	ENSG00000188015.5	153519805	153521848	-	S100A3
1	gene	ENSG00000196754.6	153533584	153540366	-	S100A2
1	gene	ENSG00000188643.6	153579362	153585621	-	S100A16
1	gene	ENSG00000189334.4	153586731	153589462	-	S100A14
1	gene	ENSG00000189171.9	153591263	153603836	-	S100A13
1	gene	ENSG00000160678.7	153600402	153604509	+	S100A1
1	gene	ENSG00000272030.1	153603914	153606873	-	RP1-178F15.4
1	gene	ENSG00000160679.8	153606587	153618782	+	CHTOP
1	gene	ENSG00000143553.6	153631130	153634306	+	SNAPIN
1	gene	ENSG00000143621.12	153634512	153643524	-	ILF2
1	gene	ENSG00000169418.9	153651113	153666468	+	NPR1
1	gene	ENSG00000242565.2	153676564	153676859	+	RN7SL372P
1	gene	ENSG00000235015.1	153689779	153690823	-	RP11-216N14.1
1	gene	ENSG00000199565.1	153698728	153698829	-	Y_RNA
1	gene	ENSG00000143624.9	153700543	153746555	+	INTS3
1	gene	ENSG00000243613.1	153719327	153719432	-	RP11-216N14.8
1	gene	ENSG00000233222.2	153724546	153724652	-	RP11-216N14.9
1	gene	ENSG00000238511.1	153726600	153726703	-	snoU13
1	gene	ENSG00000143554.9	153746830	153752633	+	SLC27A3
1	gene	ENSG00000207039.1	153758196	153758297	-	Y_RNA
1	gene	ENSG00000231827.2	153767649	153774567	+	RP11-216N14.5
1	gene	ENSG00000143614.7	153777201	153895451	-	GATAD2B
1	gene	ENSG00000223599.1	153824582	153825890	-	RP11-216N14.7
1	gene	ENSG00000236327.2	153863071	153863341	+	RP11-759F5.1
1	gene	ENSG00000198837.5	153901977	153919172	-	DENND4B
